English Word	Valence	Arousal	Dominance	Hebrew Word
spinner	0.458	0.593	0.471	טוֹוֶה
spinning	0.594	0.610	0.481	מסתובב
spinster	0.357	0.368	0.345	סבבה
spiny	0.167	0.639	0.528	קוֹצָנִי
spiral	0.490	0.624	0.361	סְלִילִי
spire	0.354	0.358	0.389	מִבנֶה חֲרוּטִי
spirit	0.786	0.370	0.621	רוּחַ
spirited	0.854	0.587	0.734	נִמרָץ
spirits	0.583	0.847	0.545	מַצַב רוּחַ
spiritual	0.938	0.327	0.564	רוחני
spirituality	0.865	0.281	0.667	רוּחָנִיוּת
spit	0.149	0.545	0.436	לירוק
spite	0.080	0.600	0.317	לְהַכעִיס
spiteful	0.073	0.710	0.330	קַנטְרָנִי
spitfire	0.233	0.623	0.566	אִשָׁה רַתחָנִית
spittoon	0.276	0.426	0.280	מַרקֵקָה
splash	0.521	0.412	0.281	סֶנסַצִיָה
splat	0.510	0.433	0.385	שפריץ
splatter	0.312	0.596	0.352	מַתִיז
spleen	0.448	0.255	0.396	טְחוֹל
splendid	0.896	0.740	0.810	נֶהְדָר
splendor	0.927	0.612	0.850	פְּאֵר
splice	0.386	0.460	0.377	אִחוּי
spline	0.490	0.398	0.407	שֶׁגֶם
splint	0.179	0.400	0.343	סַד
splinter	0.136	0.422	0.325	קֵיסָם
split	0.344	0.618	0.410	לְפַצֵל
splitting	0.188	0.598	0.375	פְּצִיחָה
splurge	0.365	0.481	0.542	לַעֲשׂוֹת רוֹשֶׁם
spoil	0.146	0.723	0.328	לְקַלְקֵל
spoiler	0.347	0.527	0.380	ספוילר
spoiling	0.135	0.678	0.306	קִלקוּל
spoils	0.388	0.760	0.481	שלל
spoke	0.635	0.433	0.483	דיבר
spoken	0.551	0.363	0.545	נֱאֶמַר
spokesman	0.720	0.480	0.611	דוֹבֵר
spokesperson	0.573	0.453	0.615	דובר
sponge	0.551	0.192	0.219	סְפוֹג
spongy	0.469	0.324	0.344	סְפוֹגִי
sponsor	0.729	0.537	0.800	לָתֵת חָסוּת
sponsorship	0.854	0.608	0.696	חָסוּת
spontaneity	0.817	0.698	0.655	ספּוֹנטָנִיוּת
spontaneous	0.780	0.578	0.655	ספּוֹנטָנִי
spoof	0.490	0.594	0.381	מְתִיחָה
spook	0.327	0.887	0.322	מפחיד
spooky	0.104	0.858	0.380	מפחיד
spool	0.397	0.389	0.312	סְלִיל
spoon	0.479	0.236	0.259	כף
spoonful	0.582	0.208	0.308	כף
sporadic	0.333	0.394	0.500	לֹא סָדִיר
spore	0.480	0.408	0.231	נֶבֶג
sport	0.865	0.700	0.657	ספּוֹרט
sporting	0.917	0.656	0.675	ספּוֹרטִיבִי
sports	0.833	0.683	0.587	ספורט
sports car	0.759	0.696	0.669	מכונית ספורט
sportsman	0.755	0.735	0.713	ספּוֹרטַאִי
sportsmanship	0.890	0.582	0.694	ספּוֹרטִיבִיוּת
sportswriter	0.760	0.551	0.566	כותב ספורט
sporty	0.735	0.713	0.648	ספּוֹרטִיבִי
spot	0.510	0.180	0.336	לְזַהוֹת
spotless	0.792	0.327	0.726	לְלֹא רְבָב
spotlight	0.688	0.353	0.519	זַרקוֹר
spotted	0.354	0.472	0.295	מְנוּקָד
spotter	0.542	0.491	0.644	תצפיתן
spotty	0.281	0.606	0.241	לֹא יַצִיב
spousal	0.656	0.582	0.632	בן זוג
spouse	0.750	0.600	0.645	בן זוג
spout	0.438	0.357	0.309	זַרבּוּבִית
sprain	0.063	0.580	0.384	נֶקַע
sprawl	0.600	0.596	0.672	לְהִשְׂתָרֵעַ
spray	0.438	0.410	0.333	תַרסִיס
spread	0.570	0.583	0.651	התפשטות
spreader	0.510	0.480	0.500	מְפַזֵר
spree	0.564	0.663	0.474	בּוּלמוּס
spring	0.837	0.370	0.481	אביב
springtime	0.837	0.439	0.722	אָבִיב
sprinkle	0.635	0.404	0.380	קורט
sprinkler	0.510	0.434	0.473	מתז
sprinkling	0.677	0.510	0.466	הַתָזָה
sprint	0.549	0.649	0.528	ריצה מהירה
sprite	0.561	0.438	0.625	שֵׁדוֹן
sprout	0.582	0.565	0.443	להנביט
spruce	0.604	0.288	0.380	אַשׁוּחִית
spud	0.403	0.423	0.349	תַפּוּחַ אַדֲמָה
spunk	0.438	0.632	0.473	ספאנק
spunky	0.646	0.879	0.755	מטורף
spur	0.378	0.545	0.340	שְׁלוּחָה
spurious	0.178	0.480	0.343	מְזוּיָף
spurred	0.562	0.684	0.472	דרבן
spurt	0.448	0.550	0.475	פֶּרֶץ
spy	0.260	0.686	0.530	מרגל
squabble	0.173	0.850	0.500	לָרִיב
squad	0.552	0.711	0.806	חוּלִיָה
squadron	0.469	0.686	0.787	פְּלוּגָה
squall	0.191	0.833	0.655	תְזָזִית
squamous	0.344	0.446	0.418	קשקשי
squander	0.240	0.755	0.529	לְבַזבֵּז
square	0.509	0.340	0.291	כיכר
squash	0.531	0.667	0.410	קישוא
squat	0.330	0.550	0.453	שָׁפוּף
squatter	0.390	0.361	0.565	פּוֹלֵשׁ
squaw	0.428	0.441	0.398	אִשָׁה אִינְדִיאָנִית
squawk	0.265	0.480	0.245	לצרוח
squeak	0.271	0.679	0.300	חֲרִיקָה
squeaky	0.229	0.771	0.367	חוֹרֵק
squeal	0.250	0.731	0.375	לְהַלשִׁין
squealer	0.541	0.519	0.330	מַלשִׁין
squeamish	0.176	0.656	0.453	רָגִישׁ
squeeze	0.458	0.676	0.532	למחוץ
squeezing	0.260	0.598	0.557	סְחִיטָה
squelch	0.271	0.510	0.462	לְהַשְׁתִיק
squid	0.497	0.398	0.357	דיונון
squint	0.385	0.461	0.452	פְּזִילָה
squire	0.479	0.459	0.710	נושא כלים
squirm	0.235	0.824	0.373	לְהִתְפַּתֵל
squirrel	0.592	0.358	0.333	סנאי
squirt	0.406	0.460	0.255	לְהַשְׁפּרִיץ
squish	0.260	0.788	0.481	מעיכה
squishy	0.516	0.333	0.307	רטוב
stab	0.167	0.882	0.595	לִדקוֹר
stabbed	0.031	0.875	0.431	נדקר
stability	0.812	0.264	0.849	יַצִיבוּת
stabilize	0.839	0.427	0.722	לְיַצֵב
stabilizer	0.688	0.353	0.767	מְיַצֵב
stable	0.725	0.204	0.735	יַצִיב
staccato	0.396	0.500	0.427	סטַקָטוֹ
stack	0.470	0.282	0.427	לַעֲרוֹם
stadium	0.635	0.679	0.611	אִצטַדיוֹן
staff	0.745	0.274	0.627	צוות
stag	0.594	0.250	0.389	צְבִי
stage	0.592	0.306	0.473	שלב
stagecoach	0.516	0.519	0.627	קַו מֶרכָּבָה
stagehand	0.420	0.684	0.555	יד במה
stagger	0.531	0.620	0.458	לְהִתְנוֹדֵד
staggering	0.520	0.657	0.683	מַדְהִים
stagnant	0.300	0.500	0.208	אָדִישׁ
stagnation	0.276	0.324	0.396	קִפּאוֹן
staid	0.385	0.290	0.634	מָתוּן
stain	0.453	0.324	0.264	כֶּתֶם
stained	0.245	0.460	0.209	מוכתם
stainless	0.594	0.329	0.618	אל חלד
stair	0.375	0.354	0.345	מדרגה
staircase	0.469	0.347	0.440	מדרגות
stairs	0.510	0.439	0.342	מדרגות
stairway	0.562	0.510	0.407	חדר מדרגות
stairwell	0.510	0.292	0.333	חֲדַר הַמַדרֵגוֹת
stake	0.406	0.608	0.460	לְהַמֵר
stakeout	0.344	0.546	0.600	מארב
stale	0.235	0.461	0.286	לֹא טָרִי
stalemate	0.296	0.354	0.267	מָבוֹי סָתוּם
stalk	0.436	0.272	0.395	גִבעוֹל
stalker	0.177	0.930	0.639	העוקב
stall	0.370	0.245	0.292	דוּכָן
stallion	0.628	0.596	0.779	סוּס הַרבָּעָה
stalls	0.582	0.378	0.451	דוכנים
stalwart	0.812	0.430	0.691	איתן
stamina	0.664	0.694	0.877	כּוֹשֵׁר עֲמִידָה
stamp	0.438	0.327	0.441	חותמת
stampede	0.235	0.875	0.683	לְשְׁעוֹט
stance	0.604	0.333	0.609	עֶמדָה
stand	0.600	0.324	0.509	לַעֲמוֹד
standard	0.673	0.143	0.605	תֶקֶן
standardize	0.684	0.353	0.729	לְתַקְנֵן
standardized	0.610	0.324	0.607	מְתוּקנָן
standby	0.260	0.224	0.386	המתנה
standing	0.604	0.317	0.425	עוֹמֵד
standoff	0.333	0.840	0.558	תֵיקוּ
standpoint	0.585	0.388	0.652	בְּחִינָה
standstill	0.441	0.203	0.500	עמוד דום
standup	0.633	0.583	0.550	תעמוד
stanza	0.612	0.343	0.297	חֲרוּזָה
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	מִצרָך
stapler	0.370	0.264	0.394	מהדק
star	0.833	0.418	0.560	כוכב
star fruit	0.701	0.433	0.427	פרי כוכב
starboard	0.531	0.388	0.558	ימינה
starch	0.507	0.354	0.312	עֲמִילָן
stardom	0.844	0.786	0.689	כּוֹכָבוּת
stardust	0.843	0.410	0.549	הֲזָיָה
stare	0.541	0.430	0.538	לבהות
starfish	0.680	0.320	0.421	כּוֹכַב יָם
stargazing	0.802	0.461	0.709	צפייה בכוכבים
staring	0.542	0.306	0.423	בוהה
stark	0.330	0.630	0.577	מוּחלָט
starlet	0.806	0.471	0.587	כּוֹכְבָנִית
starlight	0.908	0.368	0.611	אור כוכבים
starling	0.500	0.490	0.514	זַרזִיר
starry	0.438	0.643	0.434	זָרוּעַ כּוֹכָבִים
stars	0.796	0.521	0.484	כוכבים
starship	0.740	0.719	0.704	חללית
start	0.684	0.430	0.589	הַתחָלָה
starter	0.667	0.461	0.827	מַתנֵעַ
startle	0.276	0.817	0.417	לְהַבהִיל
startled	0.333	0.865	0.526	מוּפתָע
startling	0.750	0.768	0.830	מבהיל
starvation	0.240	0.592	0.284	רָעָב
starve	0.073	0.729	0.402	לְהַרְעִיב
starved	0.097	0.689	0.219	מוּרעָב
starving	0.163	0.670	0.336	רעב
stash	0.344	0.630	0.361	סְלִיק
stat	0.479	0.460	0.395	סטט
state	0.562	0.320	0.604	מדינה
stately	0.830	0.728	0.915	מַרשִׁים
statement	0.688	0.608	0.825	הַצהָרָה
stateroom	0.653	0.380	0.441	תָא
stateside	0.643	0.480	0.708	שֶׁל אַרְצוֹת הַבְּרִית
statesman	0.510	0.490	0.736	מְדִינָאִי
static	0.297	0.250	0.366	סטָטִי
staticky	0.357	0.278	0.358	סטטי
statics	0.542	0.290	0.527	סטטיסטיקות
station	0.688	0.367	0.519	תַחֲנָה
stationary	0.408	0.240	0.484	יַצִיב
stationery	0.570	0.120	0.455	מַכשִׁירֵי כְּתִיבָה
statistic	0.508	0.420	0.609	סטטיסטיקה
statistical	0.714	0.353	0.627	סטָטִיסטִי
statistician	0.571	0.360	0.703	סטָטִיסטִיקָן
stator	0.281	0.453	0.557	גַלגַל מְכַוֵן
statuary	0.561	0.281	0.500	פֶּסֶל
statue	0.542	0.153	0.570	פסל
statuette	0.677	0.433	0.518	פִּסלוֹן
stature	0.470	0.353	0.664	קוֹמָה
status	0.658	0.377	0.588	סטָטוּס
statute	0.592	0.330	0.673	חוֹק
statutory	0.510	0.376	0.539	מְעוּגָן בַּחוֹק
staunch	0.480	0.363	0.833	נֶאֱמָן
stave	0.417	0.333	0.424	מִשׁעֶנֶת
stay	0.604	0.275	0.516	שָׁהוּת
stayaway	0.369	0.284	0.526	שמור מרחק
stayed	0.497	0.270	0.395	נשאר
stays	0.633	0.363	0.564	נשאר
stead	0.551	0.214	0.510	במקום
steadfast	0.771	0.433	0.800	איתן
steady	0.680	0.186	0.763	יַצִיב
steak	0.625	0.359	0.315	סטייק
steakhouse	0.802	0.379	0.547	סטייקיה
steal	0.021	0.856	0.528	לִגנוֹב
stealing	0.086	0.913	0.455	גניבה
stealth	0.520	0.270	0.452	הִתגַנְבוּת
stealthily	0.763	0.294	0.458	בגניבה
stealthy	0.380	0.363	0.534	חֲשָׁאִי
steam	0.469	0.413	0.421	קִיטוֹר
steamboat	0.708	0.500	0.633	סירת מנוע
steamer	0.510	0.442	0.528	אֳנִיַת קִיטוֹר
steaming	0.592	0.553	0.402	מהביל
steamroller	0.396	0.567	0.667	גלגלת קיטור
steamship	0.469	0.490	0.569	אֳנִיַת קִיטוֹר
steamy	0.479	0.538	0.445	מְאוּדֶה
steel	0.521	0.420	0.714	פְּלָדָה
steep	0.312	0.612	0.321	תָלוּל
steeple	0.625	0.519	0.500	צָרִיחַ
steer	0.469	0.490	0.527	לְהַטוֹת
steering	0.580	0.431	0.660	היגוי
stellar	0.796	0.580	0.769	כּוֹכָבִי
stem	0.615	0.191	0.336	גֶזַע
stench	0.104	0.570	0.298	צַחֲנָה
stencil	0.500	0.327	0.421	סטֶנסִיל
stenographer	0.510	0.408	0.589	סטנוגרף
step	0.531	0.321	0.347	שלב
stepdaughter	0.510	0.510	0.432	בת חורגת
stepfather	0.396	0.491	0.611	אבא חורג
stepmother	0.427	0.530	0.484	אמא חורגת
steppe	0.427	0.321	0.379	עֲרָבָה
steps	0.511	0.349	0.373	צעדים
stepson	0.614	0.406	0.480	בֶּן חוֹרֵג
stereo	0.617	0.519	0.500	סטריאו
stereoscopic	0.363	0.417	0.574	סטריאוסקופית
stereotype	0.151	0.422	0.612	סטֵרֵאוֹטִיפּ
stereotyped	0.375	0.510	0.436	סטריאוטיפי
sterile	0.302	0.471	0.291	סטֵרִילִי
sterility	0.201	0.519	0.414	עֲקָרוּת
sterilize	0.406	0.510	0.520	לְעַקֵר
sterling	0.529	0.481	0.615	שׁטֶרלִינג
stern	0.552	0.394	0.415	ירכתי ספינה
sternum	0.520	0.422	0.436	סטרנום
steroid	0.360	0.706	0.681	סטרואידים
stethoscope	0.427	0.377	0.490	מַסכֵּת
stew	0.667	0.373	0.250	נזיד
steward	0.633	0.238	0.550	מֶלְצַר
stewardess	0.625	0.491	0.491	דיילת
stewardship	0.551	0.440	0.617	סַדרָנוּת
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	מקל
sticker	0.583	0.306	0.346	מַדבֵּקָה
sticking	0.486	0.425	0.356	דִבּוּק
stickler	0.385	0.471	0.417	קַפְּדָן
stickup	0.453	0.537	0.434	הדבקה
sticky	0.385	0.569	0.292	דָבִיק
stiff	0.158	0.459	0.569	נוּקשֶׁה
stiffen	0.360	0.582	0.719	לְהַקְשִׁיחַ
stiffness	0.323	0.500	0.657	נוּקְשׁוּת
stifle	0.240	0.764	0.427	לְהַחנִיק
stifled	0.229	0.731	0.193	חָנוּק
stifling	0.163	0.858	0.608	מַחֲנִיק
stigma	0.327	0.500	0.470	סטִיגמָה
stile	0.750	0.359	0.691	מַדרֵגוֹת
stiletto	0.396	0.430	0.427	פִּגיוֹן
stillbirth	0.092	0.809	0.291	לידת מת
stillborn	0.271	0.519	0.337	נוֹלָד מֵת
stillness	0.729	0.125	0.339	דוּמִיָה
stillwaiting	0.344	0.393	0.420	עדיין מחכה
stilts	0.439	0.577	0.300	קַבַּיִם
stimulant	0.441	0.794	0.745	מַמרִיץ
stimulate	0.792	0.798	0.754	לְעוֹרֵר
stimulating	0.740	0.804	0.809	מְגָרֶה
stimulation	0.708	0.821	0.702	גְרִיָה
stimulus	0.771	0.779	0.750	גירוי
sting	0.163	0.651	0.373	לַעֲקוֹץ
stinger	0.279	0.625	0.508	עוֹקֵץ
stinging	0.260	0.730	0.459	עוקץ
stingy	0.094	0.548	0.283	קַמצָן
stink	0.042	0.481	0.180	לְהַסרִיחַ
stinker	0.163	0.567	0.275	מַסרִיחַ
stinking	0.041	0.657	0.264	מַסרִיחַ
stinky	0.092	0.558	0.176	מסריח
stint	0.490	0.326	0.342	לְקַמֵץ
stipend	0.604	0.546	0.614	מלגה
stipulate	0.570	0.546	0.623	לְהַתְנוֹת
stipulation	0.469	0.622	0.654	תְנָיָה
stir	0.448	0.773	0.453	לְרַגֵשׁ
stirring	0.582	0.702	0.558	בְּחִישָׁה
stitch	0.306	0.538	0.357	תפר
stitching	0.510	0.382	0.345	תְפִירָה
stock	0.594	0.418	0.407	המניה
stockade	0.375	0.402	0.500	מִכלָאָה
stockbroker	0.417	0.676	0.802	בְּרוֹקֶר
stockholder	0.573	0.625	0.716	בַּעַל מְנָיוֹת
stocking	0.594	0.324	0.688	גֶרֶב
stockings	0.458	0.365	0.382	גרביים
stockpile	0.542	0.315	0.425	לֶאֱגוֹר
stockroom	0.562	0.312	0.406	מַחסָן סְחוֹרָה
stocks	0.573	0.598	0.586	מניות
stoic	0.427	0.473	0.602	מאופק
stole	0.135	0.760	0.384	צָעִיף
stolen	0.156	0.646	0.308	גָנוּב
stomach	0.367	0.402	0.438	בֶּטֶן
stomachache	0.030	0.745	0.316	כאב בטן
stomp	0.365	0.565	0.438	לִדרוֹך
stomped	0.229	0.684	0.406	רקע
stone	0.216	0.183	0.561	אֶבֶן
stoned	0.177	0.796	0.375	מַסטוּל
stonewall	0.337	0.457	0.655	חומת אבן
stoneware	0.458	0.300	0.443	כְּלֵי חֶרֶס
stony	0.356	0.494	0.525	סַלעִי
stooge	0.438	0.406	0.163	בּוּבָּה
stool	0.448	0.269	0.302	שְׁרַפרַף
stools	0.459	0.382	0.327	צואה
stoop	0.490	0.430	0.284	לְהִתְכּוֹפֵף
stoopid	0.280	0.431	0.382	קפוא
stop	0.280	0.510	0.490	תפסיק
stopover	0.531	0.327	0.575	עצירת ביניים
stoppage	0.224	0.491	0.445	עֲצִירָה
stopper	0.365	0.336	0.390	פְּקָק
stopping	0.388	0.382	0.473	סְתִימָה
stopwatch	0.469	0.521	0.482	סטוֹפֶּר
storage	0.698	0.406	0.564	אִחסוּן
store	0.646	0.538	0.407	חנות
storefront	0.580	0.217	0.457	חזית חנות
storehouse	0.570	0.250	0.491	מַחסָן
storeroom	0.560	0.217	0.588	מַחסָן
storing	0.630	0.378	0.548	אחסון
storm	0.188	0.940	0.543	סערה
storming	0.265	0.910	0.669	גוֹעֵשׁ
stormy	0.146	0.870	0.562	סוֹעֵר
story	0.653	0.406	0.704	כַּתָבָה
storybook	0.854	0.306	0.383	ספר סיפורים
storyteller	0.730	0.357	0.462	מספר סיפורים
storytelling	0.643	0.375	0.472	סיפור סיפורים
stound	0.490	0.473	0.446	מוצק
stout	0.656	0.657	0.817	סטָאוּט
stove	0.466	0.391	0.405	תַנוּר
stow	0.615	0.365	0.523	לְאַחסֵן
stowaway	0.224	0.481	0.357	נוֹסֵעַ סָמוּי
straddle	0.306	0.550	0.444	לְפַשֵׂק
straighten	0.677	0.500	0.685	לְסַדֵר
straightforward	0.780	0.150	0.380	פָּשׁוּט
straightway	0.667	0.444	0.565	לְאַלתַר
strain	0.190	0.750	0.380	מתח
strained	0.122	0.656	0.580	מָתוּחַ
strait	0.438	0.433	0.412	מֵצַר
straitjacket	0.224	0.719	0.579	חולצת צרור
straits	0.408	0.269	0.410	מְצוּקָה
strand	0.396	0.406	0.538	גָדִיל
stranded	0.292	0.459	0.219	נָטוּשׁ
strange	0.314	0.663	0.395	מוּזָר
stranger	0.330	0.449	0.302	זָר
strangle	0.094	0.927	0.527	לַחֲנוֹק
strangulation	0.040	0.886	0.542	חֶנֶק
strap	0.380	0.417	0.382	רצועה
strapless	0.314	0.462	0.273	לְלֹא כְּתֶפִיוֹת
strapping	0.552	0.413	0.454	חָסוּן וְגָבוֹהָ
strata	0.500	0.457	0.411	רְבָדִים
strategic	0.786	0.708	0.861	אסטרטגי
strategist	0.571	0.594	0.810	תַכסִיסָן
strategy	0.704	0.667	0.858	אִסטרָטֶגִיָה
stratification	0.531	0.490	0.651	רִבּוּד
stratosphere	0.604	0.583	0.636	סטרטוספירה
stratum	0.365	0.307	0.510	שִׁכבָה
stratus	0.448	0.520	0.509	שכבה
straw	0.480	0.290	0.163	קש
strawberry	0.833	0.270	0.336	תּוּת
stray	0.133	0.760	0.281	לִסְטוֹת
streak	0.440	0.608	0.511	פַּס
streaked	0.458	0.426	0.393	מפוספס
stream	0.449	0.537	0.559	זרם
streamer	0.615	0.530	0.429	דִגלוֹן
streaming	0.592	0.481	0.582	נְהִירָה
streamline	0.656	0.573	0.618	לייעל
street	0.594	0.324	0.398	רְחוֹב
streetcar	0.390	0.569	0.566	חשמלית
streetlight	0.673	0.268	0.390	פנס רחוב
strength	0.802	0.682	0.858	כוח
strengthen	0.802	0.796	0.971	לְחַזֵק
strengthening	0.913	0.627	0.945	הִתחַזְקוּת
strenuous	0.104	0.660	0.481	מְאוּמָץ
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	לחץ
stressed	0.167	0.740	0.502	לחוץ
stresses	0.115	0.817	0.396	מדגיש
stressfree	0.833	0.080	0.528	בלי לחץ
stressful	0.153	0.873	0.389	מלחיץ
stressin	0.146	0.810	0.367	מלחיץ
stressing	0.163	0.866	0.462	מלחיץ
stressrelief	0.627	0.417	0.475	הפגת מתחים
stretch	0.604	0.578	0.500	לִמְתוֹחַ
stretcher	0.438	0.196	0.295	אֲלוּנקָה
stricken	0.163	0.720	0.368	מוּכֶּה
strict	0.500	0.646	0.878	קַפְּדָנִי
stride	0.490	0.670	0.434	לִצְעוֹד
strife	0.344	0.898	0.630	מְרִיבָה
strike	0.271	0.811	0.571	לְהַכּוֹת
strikeout	0.316	0.520	0.371	פסילה
striker	0.500	0.589	0.696	חָלוּץ
striking	0.357	0.827	0.657	מהמם
strikingly	0.690	0.684	0.811	באופן מדהים
string	0.385	0.398	0.445	חוּט
strings	0.457	0.292	0.355	מחרוזות
stringy	0.430	0.510	0.527	חוּטִי
strip	0.427	0.500	0.436	לְהִתְפַּשֵׁט
stripe	0.629	0.302	0.361	פס
striped	0.344	0.373	0.385	מְפוּספָּס
stripped	0.255	0.615	0.278	חָשׂוּף
stripper	0.625	0.848	0.453	חַשׂפָנִית
striptease	0.607	0.918	0.608	חַשׂפָנוּת
strive	0.582	0.837	0.769	לִשְׁאוֹף
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	שבץ
stroll	0.745	0.415	0.444	לְהִתְהַלֵך
stroller	0.786	0.398	0.314	עגלת ילדים
strolling	0.755	0.515	0.340	מטיילת
strong	0.912	0.745	0.895	חָזָק
stronghold	0.708	0.636	0.954	מָעוֹז
strongly	0.630	0.817	0.885	בְּתוֹקֶף
structural	0.582	0.425	0.690	מִבנִי
structure	0.562	0.356	0.712	מִבְנֶה
strudel	0.627	0.417	0.397	שְׁטרוּדֶל
struggle	0.365	0.820	0.741	מַאֲבָק
strut	0.580	0.480	0.464	יָתֵד
stub	0.396	0.320	0.367	בָּדָל
stubbed	0.323	0.642	0.241	סתומה
stubble	0.333	0.442	0.264	זִיפֵי זָקָן
stubborn	0.157	0.702	0.575	עַקשָׁן
stubbornness	0.156	0.673	0.508	עקשנות
stubby	0.417	0.370	0.393	קָצָר וְעָבֶה
stucco	0.439	0.292	0.279	טִיחַ הַתָזָה
stuck	0.153	0.644	0.285	תָקוּעַ
stuckup	0.281	0.480	0.363	תקוע
stud	0.564	0.531	0.509	סוּס הַרבָּעָה
studded	0.396	0.412	0.425	משובץ
student	0.634	0.318	0.537	סטוּדֶנט
studied	0.786	0.306	0.806	מְחוֹשָׁב
studio	0.677	0.265	0.620	סטוּדִיוֹ
study	0.653	0.361	0.768	לימוד
stuff	0.622	0.367	0.263	דברים
stuffed animal	0.684	0.255	0.306	פוחלץ
stuffing	0.417	0.324	0.304	מְלִית
stuffy	0.323	0.615	0.406	מַחֲנִיק
stumble	0.153	0.716	0.259	לִמְעוֹד
stump	0.449	0.510	0.340	גֶדֶם
stumped	0.344	0.604	0.392	מום
stun	0.333	0.710	0.451	לְזַעזֵעַ
stunned	0.306	0.663	0.356	הָמוּם
stunner	0.418	0.780	0.492	חֲתִיך
stunning	0.888	0.673	0.858	מַדְהִים
stunt	0.387	0.555	0.526	לְעַכֵּב
stunted	0.194	0.472	0.275	נבדל
stuntman	0.490	0.482	0.500	כָּפִיל
stupefaction	0.294	0.704	0.480	תַדְהֵמָה
stupefy	0.200	0.740	0.412	לְטַמְטֵם
stupendous	0.823	0.690	0.798	כַּבִּיר
stupid	0.133	0.510	0.200	מְטוּפָּשׁ
stupidity	0.060	0.418	0.151	טִפּשׁוּת
stupidpeople	0.073	0.675	0.196	אנשים טפשים
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	קֵהוּת
sturdy	0.580	0.642	0.824	חָסוֹן
sturgeon	0.417	0.473	0.465	חִדקָן
stutter	0.250	0.469	0.258	לְגַמגֵם
sty	0.296	0.500	0.225	דִיר חֲזִירִים
style	0.745	0.472	0.586	סִגְנוֹן
styling	0.823	0.378	0.652	סִגנוּן
stylish	0.885	0.490	0.689	מסוגנן
stylist	0.760	0.445	0.500	מְעַצֵב אוֹפנָה
suave	0.724	0.265	0.269	אָדִיב
